run_id,pair_id,noise_id,analysis_cell_id,dataset,dataset_version,split,stable_sample_id,bw_ratio,test_snr_db,true_label,pred_label,correct,outage,outage_reason,source_bytes
d626e5b58f6defb06170ad57aeb07daf887042953f7139315527df8e5d9bb969,09397a6b9a374efd070178f71159987a0e34522ff51ad743072087ba237e2fb6,51d40f1a69633bcdd7bf20e02eec22047a0c4f58d31f6a41795fb2b88e555f71,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,031b1fa74c3b1518,r_1_24,18.0,3,5,false,false,,1063
d626e5b58f6defb06170ad57aeb07daf887042953f7139315527df8e5d9bb969,1fd0e2256a8db24dd0ef962fe951e72e4b25140302fa7ab293c5fbb2ab6ae7e3,83e5e42d89db3bc456b315ca34555e183e47ecc2ace64c895675ffc2f2c8bdba,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,03432cb357bd7414,r_1_24,18.0,3,3,true,false,,1063
d626e5b58f6defb06170ad57aeb07daf887042953f7139315527df8e5d9bb969,7f184d8561756ea4f1cc86b4b8c7f2b0847241246b53e309f8827ac81c18539d,79b7ef3d292586ab477513c52e43c34f1190bd61c37002120705da73806a3331,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,034dd61cdd6083ac,r_1_24,18.0,6,6,true,false,,1063
d626e5b58f6defb06170ad57aeb07daf887042953f7139315527df8e5d9bb969,d67b20012a0c7c45ac73f89fbb54e5e534040669168e42e1152567965788d195,92da3a5fd99544b148d332ddf4a542762f1fd8ea1b2b57c34d1829995ce71f4f,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,039adaf6f8018503,r_1_24,18.0,9,9,true,false,,1063
d626e5b58f6defb06170ad57aeb07daf887042953f7139315527df8e5d9bb969,fe9b54bc43b5ab1aa7865d61f4aea5a106babf41d5cdeb04c3c66341fbf554cd,0ab0cf2cbaaded0e451281d5da0db1a310740ed944ed8b0dd6f2225465dd6cbb,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,03a5a4a480defea9,r_1_24,18.0,1,1,true,false,,1063
d626e5b58f6defb06170ad57aeb07daf887042953f7139315527df8e5d9bb969,a0afc6036f8660ad4ace6656e5782377748ab881335d8879e02c8fa41e3e38ef,6310ab97c016b16e9e82bfd4e29253a31d117b0e18076da24ad05a5fc6b9d807,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,03d08129643be764,r_1_24,18.0,4,9,false,false,,1063
d626e5b58f6defb06170ad57aeb07daf887042953f7139315527df8e5d9bb969,ee4ec1fcdf9becc4fa0a93b4a62e933bfeffae38aa828af8856496e6fb77bd74,6be358e0acf91a512cabe22364403bff1b2f3ceb1579f97f76150a7951f8d34a,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,040401c4d8d6f84c,r_1_24,18.0,7,6,false,false,,1063
d626e5b58f6defb06170ad57aeb07daf887042953f7139315527df8e5d9bb969,1ae4ce46073387582c5db7f65b66e8242f1370fe6500dfd16e3ede5a84ebc03c,3093595d0c5b023147978ba644b978395fb23068978e204ef1ce589f26e2ca7c,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,040f4cba204f8044,r_1_24,18.0,9,9,true,false,,1063
d626e5b58f6defb06170ad57aeb07daf887042953f7139315527df8e5d9bb969,eea1d98c5f6e6c37c3a227eb5bea2963494d7d3e6477f640955510bb585746e7,e09e88c8d86a81f0f322938aaa9d18839960a87c9ab37e20721cf027cb2f2b89,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,04b5b8406227f274,r_1_24,18.0,9,9,true,false,,1063
d626e5b58f6defb06170ad57aeb07daf887042953f7139315527df8e5d9bb969,282f073592aef8fa53b96a77feeb6beed75fcff3078fb6e241e6bb2612ec0367,180b821771d562fc33ba70a6344f1662b7d09f0dd3357ec04fa7a87b553d0ca6,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,04e440f7a45a1ec0,r_1_24,18.0,1,1,true,false,,1063
d626e5b58f6defb06170ad57aeb07daf887042953f7139315527df8e5d9bb969,813ef076ae1520054ea9de8df0104a7044602b78598872a4edd1f9b84c650546,ef359857d188fa65a33c964d05dc734cafd1e9645c423948764037a549f9e806,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,0509da948c03deb2,r_1_24,18.0,5,5,true,false,,1063
d626e5b58f6defb06170ad57aeb07daf887042953f7139315527df8e5d9bb969,36b1d4406dad9bb05a3c0117afe9281409da3a69b84d3aaf825e1f95369d450b,d7dcf4427656fb14f21c0843bbb2dca95712b62accd12843ad6768108f6db0f7,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,05172e3358d4875e,r_1_24,18.0,8,8,true,false,,1063
d626e5b58f6defb06170ad57aeb07daf887042953f7139315527df8e5d9bb969,5864246f4097f92508e8f7f0f08b70f42c75504fc7ea7f27e3a3e520cc67958a,dda2d0e7f32c24a53e363fc405e20e0e931ef8d8d8e459a517dcfb9b0c29f475,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,05520b01b41a00b0,r_1_24,18.0,0,5,false,false,,1063
d626e5b58f6defb06170ad57aeb07daf887042953f7139315527df8e5d9bb969,4741a1fbf317804a7215928fb60a1dd4923a73924561e603ef747a34a67aa1b5,de5a1da306f7019b96110e7391657888ceff8b3325c801139dd3731db23c1c8b,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,0578071890a7f15c,r_1_24,18.0,3,2,false,false,,1063
22fe8339103ec281c820a391afaef01802f1261143a9fd0e932cbe7d5116562a,f71632a0f933cfa20ee109eabeef62f7e9e8e664dc5d020f84139fbff5dc87bc,b80bd712f23448d3d960585287753db3284bb2c0634b6713d9fa8f0bf85d6e22,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,004bb6c7ef7ef2b9,r_1_24,-8.0,5,0,false,true,decode_failure,1063
22fe8339103ec281c820a391afaef01802f1261143a9fd0e932cbe7d5116562a,e44927fe8d6008cdc8ebda19e7ebc365fa23b7648eaa4d2cb102183c431f0f4e,e976ee3509493e503ed7910cf8926f95e73163287fdcfbeb3fa878140e6be619,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,0065fd0d6b8f2c0c,r_1_24,-8.0,9,0,false,true,decode_failure,1063
22fe8339103ec281c820a391afaef01802f1261143a9fd0e932cbe7d5116562a,04ba247df6e9615d96af8fd3eb6effc9250a58f4510dec28be539e8d09eacd5a,cab732650710a818e3c55db857aaa76be9055fdb01cc1a8c3c64b57bfe1947c7,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,008939f1386bd087,r_1_24,-8.0,5,0,false,true,decode_failure,1063
22fe8339103ec281c820a391afaef01802f1261143a9fd0e932cbe7d5116562a,f3e43e395e96039292577d8af594d9d8b90c971a1826678dada2164249f655f7,0eeb54c82283509402ce3b006d65d07fbc776e1f32c5b5fb1f183754f87848a1,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,00f9712c8a984786,r_1_24,-8.0,0,0,true,true,decode_failure,1063
22fe8339103ec281c820a391afaef01802f1261143a9fd0e932cbe7d5116562a,51c8310bb5e42d7f0146a520454a5cf47b9ab78cf7a484f80e02dbc22550a1a6,7f180f1654c0b87c744481a5a536a27be9a6c8b1018c82f5ae3f976ed26ea69e,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,01277be5f18c8734,r_1_24,-8.0,5,0,false,true,decode_failure,1063
22fe8339103ec281c820a391afaef01802f1261143a9fd0e932cbe7d5116562a,556280c9ed278b35c3a9d07438b1a4f5133c37450f3dd7af44e96d6e4085a11c,bf79975e8842cd5b3ddbaa1254cc424fc9eef11f40a4d3a627bb8551e38db148,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,01cdcea61b01f6a6,r_1_24,-8.0,0,0,true,true,decode_failure,1063
22fe8339103ec281c820a391afaef01802f1261143a9fd0e932cbe7d5116562a,cfd900cc45b8b459b42ce0cb123024176187ae64deac139ef41d47d9939276a1,8a5b06ce0438868e894b48c4974239a92e96b978bb11857b418e7f53ec81b915,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,01f1e697dd528c4d,r_1_24,-8.0,4,0,false,true,decode_failure,1063
22fe8339103ec281c820a391afaef01802f1261143a9fd0e932cbe7d5116562a,11672299ce2bd463249e41070b200743acfef81352090a4fab5426d42ee316a1,c7fc50cedc7c3e27d933b798cfc61ab47363765e158210b23455b659b641ae24,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,02a9d024e98bf943,r_1_24,-8.0,9,0,false,true,decode_failure,1063
22fe8339103ec281c820a391afaef01802f1261143a9fd0e932cbe7d5116562a,575affc06842b84661b8239d8c6aa8a12739d11f2885792e864f11ac05033533,0a0efd1336bc6971f6af5e3de907f17c1e619f59c6f5e084380ebcb31adc215f,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,02b1d679e4f50fc4,r_1_24,-8.0,2,0,false,true,decode_failure,1063
22fe8339103ec281c820a391afaef01802f1261143a9fd0e932cbe7d5116562a,68094ecd54bd71674188dd71baa5cd877fd372953b112d0ba77795c8f5383495,988bee993d8d29c01a8feeec6859298841a7c61579d3e2ca956ab6124ae65e29,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,030829272995d889,r_1_24,-8.0,4,0,false,true,decode_failure,1063
22fe8339103ec281c820a391afaef01802f1261143a9fd0e932cbe7d5116562a,1728b7b478ccf04a3f44826a3526dc09bb9cd9c312fc6ccf0f09723e2372b9fb,04bd651a84d72063d2ed2ff5cb52845c65a4c1b0ef0490259d9fdb3c0b6fc2ca,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,031b1fa74c3b1518,r_1_24,-8.0,3,0,false,true,decode_failure,1063
22fe8339103ec281c820a391afaef01802f1261143a9fd0e932cbe7d5116562a,40baebd82bfe1928661b141823e1ccf10feaae976288a61612f2f8f5da435aa6,c7c1b36313331b67ad5d322cc167ee193a4e8ad57a7f4af746fe2776197f8827,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,03432cb357bd7414,r_1_24,-8.0,3,0,false,true,decode_failure,1063
22fe8339103ec281c820a391afaef01802f1261143a9fd0e932cbe7d5116562a,52daa432bdfba0863501c12d8fcb22e2ef033fc2126ee91d9a28c27a2843bdb6,4b6bb749c589a067b0d419720874b608dd39912af30576017c1ba37a4af16156,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,034dd61cdd6083ac,r_1_24,-8.0,6,0,false,true,decode_failure,1063
22fe8339103ec281c820a391afaef01802f1261143a9fd0e932cbe7d5116562a,c922f3ef3d392c12c5f1e74d5b3d5760f3196ff3bfeba7d750173ae548e4663e,1db9c312cb673b932db3f90216dd96329ac3fa49e07d3ffc450636ea105db128,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,039adaf6f8018503,r_1_24,-8.0,9,0,false,true,decode_failure,1063
22fe8339103ec281c820a391afaef01802f1261143a9fd0e932cbe7d5116562a,362e4bf68564afafd3cf8a661be35c814c0973bcb02d7d41522cf552f14a9e73,74e802c5a3532336a161dd1d39436d21f68e57e754a32e590667b9b847adade4,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,03a5a4a480defea9,r_1_24,-8.0,1,0,false,true,decode_failure,1063
22fe8339103ec281c820a391afaef01802f1261143a9fd0e932cbe7d5116562a,b7dfcd2d5637ab103ad9813751e5610cde4b21812b8230169d5567b120cf303a,e6c1733d23a7a7c2683f372100af63d14f738813a47e567955ad2bba990e0419,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,03d08129643be764,r_1_24,-8.0,4,0,false,true,decode_failure,1063
22fe8339103ec281c820a391afaef01802f1261143a9fd0e932cbe7d5116562a,d5b8e78b5be935dfede02df2ef47ea44d30765ae953802aa8200c510cb8badbf,50f40d26a41cf31f94c03bbddecedf4706c549e22a3f4c156b75451196c482ff,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,040401c4d8d6f84c,r_1_24,-8.0,7,0,false,true,decode_failure,1063
22fe8339103ec281c820a391afaef01802f1261143a9fd0e932cbe7d5116562a,f4f23727b97e94993ddc6c0da2e8e2bcd96c7a66c0a898dc7a34272a335dc9ab,d7fb74e26f12f3192c1245cb955991ef78e483a79a4ed38297397901312b776d,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,040f4cba204f8044,r_1_24,-8.0,9,0,false,true,decode_failure,1063
22fe8339103ec281c820a391afaef01802f1261143a9fd0e932cbe7d5116562a,596df4f5aed6e4f6c6fe064b10b565eb6b13b103135765aebbbee6043b3767c0,e0c9ff2f530433b7c138725d2c50c355a4c8bbfd85094814e17dd5c31730344a,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,04b5b8406227f274,r_1_24,-8.0,9,0,false,true,decode_failure,1063
22fe8339103ec281c820a391afaef01802f1261143a9fd0e932cbe7d5116562a,99b960c194a04dd4bfa05ab9540600587ed3500a1ba3d94fbee13ca3ec7835b0,54da72b20c5372a4beb6a436227dea1693cc9a1c2d10e9128ccfe80fbf8e1a61,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,04e440f7a45a1ec0,r_1_24,-8.0,1,0,false,true,decode_failure,1063
22fe8339103ec281c820a391afaef01802f1261143a9fd0e932cbe7d5116562a,5782efe94211a257155fdbabf880c6284a45ebe60a95b71a9b06d2ebdb75b26a,f5eb52cb092d77e27264c20947fe13165c8b8937a550bb43ab9dc18d55c6051b,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,0509da948c03deb2,r_1_24,-8.0,5,0,false,true,decode_failure,1063
22fe8339103ec281c820a391afaef01802f1261143a9fd0e932cbe7d5116562a,6a19f2087dd526e572837f147bf34759b2e18a1a058c2aac81316fac0639244c,014780bca504864e61238d0465487668371c0662d8f7cf9f75d92b5c4d53e021,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,05172e3358d4875e,r_1_24,-8.0,8,0,false,true,decode_failure,1063
22fe8339103ec281c820a391afaef01802f1261143a9fd0e932cbe7d5116562a,5f2177cc981334918f6f1b7844261c427b99da2272f2c60af8b20bfb1ee0f0c9,5a8af70d5fc4659385cae97ae8c8bac1d1312491d3058cd714a9b81353ab3377,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,05520b01b41a00b0,r_1_24,-8.0,0,0,true,true,decode_failure,1063
22fe8339103ec281c820a391afaef01802f1261143a9fd0e932cbe7d5116562a,e89b5d0fefb2d17d34edcf340c95ecedc829ebbb1bc079fe4102230e2f874887,01b836e2dee2a4c0ac3d1159ab22b14bd5e4f221b3d8661cc8e608cc5478921d,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,0578071890a7f15c,r_1_24,-8.0,3,0,false,true,decode_failure,1063
1f53ff1aef2a0b8894269cd03f735a537afc88f6229a715d28b9d0d3d79fb029,42d644f6b2b6a31267208d5af88d06a3d4d0a37131723d7a7a28544bfdef8454,7f9a9850e506b3ae453c00d92c52c1382f78adc2e9b4949f6b4d64696f309043,89b8536409801a93a7261ccda2c614ee2dcba82b002671a663a1e1aa4d94e565,imagenette160,64d0c4859f35a461889e0147755a999a48b49bf38a7e0f9bd27003f10db02fe5,val,004bb6c7ef7ef2b9,r_1_48,18.0,5,0,false,true,codec_infeasibility,64
