stable_sample_id,label,budget_source,budget_bytes,requested_bpp,encode_axis,cache_key,codestream_sha256,emitted_bytes,realized_bpp,search_iterations,feasible,decode_success,predicted_class,correct,clean_predicted_class,clean_correct,psnr,ssim
034dd61cdd6083ac,6,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,6dd62dab74111695710c2a01e6eddc6366f4ff20762b41335bdf0e4158f4c12a,cf980ffd0400f2b59497a622db355a2af2ad914d643dadb9046866bdf8f06fa0,638,0.199375,24,true,true,6,true,6,true,20.935364011184618,0.60154224306834825
039adaf6f8018503,9,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,7bb818ed6d3441133374154c5b73900b277dc72a221c2c3acd5509fec6c763cd,24a6b06c0ea3dc7cea57d1c0b21afd19d74f7eb15258a6c99f33a3a19a759760,663,0.2071875,15,true,true,9,true,9,true,27.962916519850864,0.83991230176265042
03a5a4a480defea9,1,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,f6d2bf7ac7ae7bdd8205c14d885db68e90876d6bb7fad77ea060699718d631e4,a364c66e2aec641b4c59c1c1c58ca54db7f615f04ad4bd37f9af45d54fd1bb22,656,0.20499999999999999,11,true,true,1,true,1,true,28.55102007057905,0.80788169341558513
03d08129643be764,4,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,4dd5b0c4576baf34a7be8716383b331aee42c40362eb9fe05d9ae417c86b6bf5,04a1eae898c8add83301c2a030a1f204ca81b66cd29fe0572a52369cb634ea0a,645,0.20156250000000001,24,true,true,2,false,9,false,28.15574068135674,0.82808972319795482
040401c4d8d6f84c,7,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,7384f1adbb4d3ba6c59ef2c57cd6d9f7dc8432815ba4af44a8f53682830f9ce3,37e9a090857343e85b7f3c9aee418e2d05683715df2e1624885cc72013b2c2c3,658,0.205625,14,true,true,2,false,3,false,20.511961088505295,0.49450463193523797
040f4cba204f8044,9,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,59ad6b6e7adc25b1881589245730c33d12d1d17ed178bdf24e8dac14c19e0601,5018e34df18ea02397775dbe3b54aa06c14efca05557624a612e8dbe8f45a9e5,650,0.203125,11,true,true,9,true,9,true,23.689323152757147,0.64376474438995368
04b5b8406227f274,9,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,c7fe90619bc839f7df096504b19bff506ad5075ef14429c0f32b52bedf1dc6a9,9a2c26c93df6fa2c4359b5c1b73483eaea36806c008ad4de31f3d029b2c12f58,652,0.20374999999999999,13,true,true,9,true,9,true,30.792440566512568,0.87717978201073754
04e440f7a45a1ec0,1,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,3de6efe9a7b075a4e57c50f6844c52569b6035ce5c4e2066be9f857306a5ddb1,d53a4174b7d0e36a13887027889ae4aff11610381bcfef8133c2d240a28830a5,660,0.20624999999999999,11,true,true,1,true,1,true,28.242023573236594,0.75196981244040029
0509da948c03deb2,5,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,03b3f54273b4cb47ef8b5ebf4cf4aef1afc70e3dac327bde0ee476d67f3ad86c,05d6471181c35bd87e92ac00c656ed6276a227210b463c8daf05eaf72aa6a304,660,0.20624999999999999,11,true,true,2,false,5,true,20.435072309696967,0.60645982696858758
05172e3358d4875e,8,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,e25ed09c011ada9b7a7bb9911c6000bda7b820954690cac6bd8f0c2340330172,285fdce462b1e822d9b4376cf05c2efc135dd75dc4d412a3f1e00f4ec99d4bee,653,0.20406250000000001,13,true,true,8,true,8,true,28.762900322407564,0.82608920326752833
05520b01b41a00b0,0,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,da2b48bf962a0fae0fa12fd57489c9a67fb7e124a62f0f6f145d84ac7bcab0ef,749dbfd3b0df7625c051c24d1ee481ac3ff8b5a5de105ddc494b57b2e6ee35fb,656,0.20499999999999999,13,true,true,5,false,5,false,20.546514974710803,0.58222634898639647
0578071890a7f15c,3,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,847fc09430b06c4009e326c58758bdbb89533995818a4b497e12793505da3c93,77701c1fad5d4448783f1bf79946635b7bbd81fee7df5efdec4fbe575b3d4442,656,0.20499999999999999,13,true,true,2,false,3,true,23.505831023130526,0.67862657236570889
05945344f1e60a8f,2,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,04f08fa605d9679b89c1281ff7e8d6984ecb953a05769ab90143ff04b75e2775,ac1dea2159a0e8eb82a44ef48f3b5c7487b86a535aac0943bb23e883364a8e2f,662,0.206875,11,true,true,7,false,7,false,25.241014444512576,0.75543200041986136
05ce7fc951698111,0,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,8100fb5ecbc8d4c1e36b797a7fbc8f1d971123a4d151168ea623d4ed766ff061,792800e03e980df5440339bdbba11d9a7e6236a6c581264430b9c4fee2c6a155,660,0.20624999999999999,14,true,true,0,true,0,true,20.790288702342544,0.50885826829298209
05e649e8598f0be8,9,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,3c47a81b2ef0caed4ac2f177a2ec6aebcd903d2fb67eaf0b65d210b0218e89ef,2f99cb00908fd0cae8dab13ab1deb734b1e85c7766da3b1c00e87f1cd4988d12,646,0.201875,24,true,true,9,true,9,true,17.95314408878388,0.49589044414410571
064a5ce804fb53c8,5,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,4f9eb337123066f5cda43b75c31a5a169d71605608d209486abfa1578ffb6a6e,11ca49c0ec66935b16055f743ebb192e027ad934a0389b2887d698250cf03d42,656,0.20499999999999999,11,true,true,2,false,2,false,22.8183921605739,0.73324465829708574
06dad764bbb62b97,0,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,fc17652056dececc21f76dd625dbfe66efa01ef82305da85d33a8a308817cba8,b997b63e36ce2fcd61cd50b70634d8f5338cedce4140fd95cbcc5ddefe63d7ce,662,0.206875,11,true,true,0,true,0,true,25.629855086209833,0.77528611714565043
07621af67e394e40,1,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,e9efbea0f721e0a4a3da2ab786b58c511758bd8885d9c14863ce51e30952424a,9d88fa64bf5bfc4bf8b719e1eb075368efe2627fcd5db7caa87ab832315b373b,634,0.198125,24,true,true,1,true,1,true,26.058639214447467,0.69687897083909567
07b0fdb2b3d5dcd6,8,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,4aa40eb55d700cc384fbc78573a28faacf9a881206b91cf6c3f38604cad25521,8dc5017fce603441f7f40a6efba98f42b9729507bfcb17c52ef2d33e402a97b2,656,0.20499999999999999,13,true,true,8,true,8,true,24.782784664266014,0.6961177005449789
07f0cf964c855717,5,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,3e4ad6277b2802e7b9dcf4e178d18e1ef972d8a6374458304dcef9b850f5302c,8d838940e8cfacc2c9e683d40b62ba168d8e6c379fc47d635eb9f0f1c86e2ddc,662,0.206875,11,true,true,5,true,5,true,23.891522647723438,0.60059301444492774
082f17cfd92465a1,2,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,76c040ed7e749e731bfcd84b15ac9af56403deba55cd426ef71f9eeee29eae2d,b58f748fda4c42fa3bc77a32bcae853efef2c03ac65de12f7e3c5518e3f4b0e0,653,0.20406250000000001,13,true,true,2,true,2,true,22.102177557414869,0.6416076683508849
084138a112e60d63,3,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,5ab29a934ed4522c95b7fdb751d25c29c2bb8e459589cb692f3ee56f48e4272e,6bce243be3d36ce01d84c974cfae216827e272424bbf0f2ac1264d8b8141fbbb,640,0.20000000000000001,24,true,true,5,false,3,true,18.904036205390923,0.44876235078590065
08699de2ee1a4d6a,3,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,c4b0590fccb5f43f505ed809931a663604e1dde73727b4c5f4ffdcb4cb68a650,747a87eb22240bc9b41f805d7a3a29b7e2b27af03f4c76055c45691173b6f2ae,660,0.20624999999999999,14,true,true,3,true,3,true,23.621927615658645,0.82114616225642578
0897c81adcb03713,3,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,b83451625b90797e6f1ea37f3d25767dcfa847c0fd05c4d577c6c3809370e72e,98d6cd01d53964d362295871b15a1bc75dae0686631fbaea05f6de001f23bf37,644,0.20125000000000001,24,true,true,5,false,3,true,21.290020153709214,0.52743312195560976
091f72d49a39483f,0,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,1d6ad22a1f358431de367b6c6dab06612433894a93f3f9fbce9644f138497184,8f1b3543bef49db730100593b720a57b713179e1db5f47a7d2f09608e1eb245a,663,0.2071875,11,true,true,0,true,0,true,23.218407769699784,0.56023436376034452
09460e1a72680b56,5,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,89d9caf4d37ccd2ab222637b582d90635ede748584b4903e9300fb631c477114,423170620e5c22c18f56c068487207ae49a24d4960c88563f915a3e9e9f7d4f2,653,0.20406250000000001,11,true,true,5,true,5,true,19.907172565611706,0.53419719897075735
09720681e9ddcdcd,2,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,3010e633d49d7b6d11a80806fb016723baf336c02e3efede89cb4c874440f031,02326224a4ef614da055f600d0e87d972f81e7f47c3411d0a28c4a46b1b29fb8,623,0.19468750000000001,24,true,true,7,false,3,false,18.894129533772293,0.55487209723519626
09960ae9e0119c0d,7,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,4fba3aa50b674f7645e8fa1a968489b8eb6b7db4e9e1d0478cc1ca1e9703946b,fbdaa36ed35afb212ad40f9a5b7839e0ddcdfe91a5c5830eec4d1948a455141e,651,0.20343749999999999,11,true,true,3,false,7,true,19.888502724402485,0.48848033532107421
09ac7d74334fb902,3,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,b8571582952e9c2d6530b5f4ac707abe15a23d267f68f31ea46a85d057f431a1,6e9d0b8b8f44c3f8be077baecd1ebf4fd743d21d7aeb7a20a8b5167c44c7a0fa,660,0.20624999999999999,10,true,true,5,false,3,true,19.898585513425814,0.50318114450760498
0a0bcd4fb107cbda,3,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,be048b4e9e2c7870a58789178e052678fa64379011f8eea1fd8114640be62eae,5011ca6f31cce42a4c0d1e947c8fba6f646f79cff9cb0ddc4a878b06d843441f,660,0.20624999999999999,14,true,true,0,false,3,true,22.699472217868461,0.58219770192982523
0a4738fb027d7921,6,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,2d75368a027d2553f6542c0c45b4bf406c7f3cb152804875214f8c3c9d86771f,b3ad86686ce632828eaece2d160be3bec64c33906a8f9773c40b0db2661e7148,654,0.204375,13,true,true,6,true,6,true,24.329250528310308,0.69292569040920649
0a5c04241b517390,6,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,f7fafc2217ababb045b50ca86044659ce9e047822efb75a639b1b8424ddf1833,391a19b5c3b297cdf181cf6f7f5e7545a522fbfafd8c56fe4da062ba7fa0bc7f,628,0.19625000000000001,24,true,true,6,true,6,true,22.141120551409571,0.62913340824237329
0a739019e878cbfe,4,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,b72dd628085b9e579566a3e9f1edbc48814dcbc4fccfdbf66d424b9cc389f2be,5fd48e057214608b5c2fd55125b55c5196f01cd04a0d9cb218f755dcb87fc80c,629,0.1965625,24,true,true,2,false,4,true,17.940119089126448,0.42486465658224493
0b0e8e65fb8355be,9,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,e53aeb07518881da1d9acef94ecf76f058a80449621294843ad02914519c7594,905cbbf6ae1cc2612faff3b81c41fdf0455b19497a092ec1c0b695b7bb75b97f,661,0.20656250000000001,11,true,true,9,true,9,true,29.0534192229524,0.85324048657103901
0bd6ed2d48243dc2,3,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,24db1fa8df0213b3723c3e2a18c026e2090c9293b810b1c8a4445810313fa68a,acdaf2aa40fc6f4d853416269eb6e6513276d9e9527e02296e6cdf8790bb2d1d,659,0.2059375,11,true,true,5,false,5,false,22.100438223083835,0.59381787056836544
0bf455c10dfdb35b,9,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,59192b1ce04cdd11a109e9cd4967b6d479bdae353128a71e17b2c7548a8af38f,3647a4ec24d01d84e634c787762ce02784d003a3fa46418a836cc18abbf8c733,659,0.2059375,11,true,true,9,true,9,true,21.988819778884256,0.59400451794446385
0bff371b28e22097,9,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,0a92eb58c3af60e1b5f3ee55f6e5c610ec540932f55ba4cbd405fdd38dd1b81f,2452dd655f2c39ae9608f9ae2a1c2f9ebf1aa3653d71e974342a7ba459337f21,654,0.204375,13,true,true,9,true,9,true,31.003385089240808,0.88825247750211644
0c273df8281d9805,2,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,806a5356170490a5d44c2c6de56e0d7ee91a01405c42d32adfee988aebc93ae3,efe330fe93eb0522489f926387ec5576f5e1d47f3418205c597321cdb29cc47d,663,0.2071875,11,true,true,2,true,2,true,24.766550033666061,0.75194738002407002
0c80a2ea25c74cb3,0,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,4ea8bcaa6339324151d87318e866437e61b9b92cd4bf5d95f0c062fb9d813262,1242b46e44cc6baa938a35b24921330bb36653a29db5ba277003f71bb8e878a0,662,0.206875,11,true,true,0,true,0,true,24.009664456445464,0.60438616353730723
0c9abbfd043337b7,5,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,9b3fb2b58ffe583608f298b474f3b789794eb1b377ae0f51884d8bb16b771501,7fc2b192851cef963891112073170dfa380db7f0d2bd8d04ba500ffbb5de6714,646,0.201875,24,true,true,5,true,5,true,20.467266432983951,0.54641554288650118
0ceee4bd43ac7c2e,1,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,d2a9c48ecacc5cf23568642771a7ebe487197fe20a9230d831b88a2dd5ab0bc0,b40113192aeaf1ea34b20ec4169316a0d3a8c2cd6e573dbc9cc5e4daec55f06f,638,0.199375,24,true,true,1,true,1,true,25.214712916545572,0.70473131753944329
0d19d3dca314f5a5,7,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,5ff7fbf176c5721488a940fcf815021ddc58b4f09bf895024cd91ca9e124d759,3ee65532b0505996635fbf893f5ce828f1de0e395412ad9934aca6acff5455f7,655,0.20468749999999999,13,true,true,7,true,7,true,26.924561842309437,0.77262061392510029
0d26bb53210b83a1,3,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,c7162d439d35a2e00b0645f2020970316018d4a4286cad8c1a45f6e504bd4e5b,222c18050fc847b96ea6c374285b68f479bb043494c873a0c4f32679836c651f,653,0.20406250000000001,13,true,true,2,false,2,false,22.805024955641354,0.59633545495721763
0d3278882ed27d49,0,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,fe15b95cb1560bdfc49336b46d6165833af25b429a165be3cb499626e8a00948,6c355327f6d4489ed488ff0c52353deee562f34060a708b0cf02ed4a12524588,663,0.2071875,11,true,true,0,true,0,true,27.307575646025267,0.71316124780302914
0e0216c2fb04d743,5,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,9e2eef2687057a0bb1c12779df2cb018770c5702eb1365d26b34f551f2799e53,40afab443a61f3cb5c124197acb47942cb77b3403246b576e510c31a1f5d2c14,663,0.2071875,11,true,true,2,false,5,true,23.576669445339391,0.6791121130953276
0e4a03bdae9b1ef6,2,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,9d12c9079a0067a5a9c1902c420d92ddbdc8e2130acdbd208b8fe026fb7caf4a,f607cb1473c1a6064207ef4ec4e9f7e4b9e64eb15c996970256d316bd9ec9dd7,660,0.20624999999999999,10,true,true,2,true,2,true,17.985698392533109,0.50917594659420928
0e8f8612c041ddc9,7,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,2d3a348ef2537799254ac455052356ddadb5448bc506b70a1020fc7202956fc0,1fddf6e3e4512a08cd85cfd6f974466cd9dc71faf1a4f586e11a64f8e9d08eb3,655,0.20468749999999999,13,true,true,7,true,7,true,22.256420159575164,0.75141595734566657
0ec4b3cddab9ab97,8,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,d1e7e2f4bc6071318dd72d6323b7e303b9bc8adedd4a84865fca7dacedd9db4a,660bcd7e2cee97653b59cc686a661b2270d40225310377a91c6a60263cf4f432,659,0.2059375,11,true,true,8,true,8,true,26.223607266762272,0.8131403461144765
0ecdc77b3526fb08,5,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,54dc4a763d389f63f7d3fa91052ec31dbb0d8a77b036622e91726cafbf575655,d810489b367f8b7b67d403c4251e5929ee81cae1fec556ddad02f661573c4263,650,0.203125,13,true,true,5,true,5,true,22.1600146042713,0.59711088435763993
0efac1022eda4296,4,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,08960c591d9f3f42a34d4130a2128b14aa300ce1b964fc1f394bbbf7e7df78e2,d80ebc4b164862ad08243e09debffde1f6576caf174eacf2220f8753d14dd609,660,0.20624999999999999,11,true,true,5,false,4,true,19.326444482502708,0.51317640861257152
0f22a897b9c80f5a,0,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,bfebd9565fafd0a98d180380f20b8752427083388163baec6ae23ab88dd75a8a,28aab635902af343d13c0d8ac4df2a8364a48711df2eecfb7cb17741bfb209d4,648,0.20250000000000001,11,true,true,0,true,0,true,23.292379835145361,0.42727307386761537
0f65a47e242c9d41,2,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,27e5c314fa6d14adc2812832cc14a1333a3ba56338ffaaa36257d01aab04aa8b,37aa684f370167abf263b83ef09894fbfaa381abea1ced74b3d8450171c066c2,644,0.20125000000000001,24,true,true,2,true,2,true,27.956573214829326,0.80421025352526365
0f8299d8acb64d4b,2,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,e274d7aaff77e0fd060e4ad59e912b8d14c61454b3f6b0250e8322d097dab706,73fcd9a1f590b9e4152a3d19df89d8671361539500634ecb6fca431b8e6b54ee,659,0.2059375,11,true,true,2,true,2,true,20.107393276772058,0.57214213623385868
0fbcfeca1a1873bf,6,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,f497381fa6f6a497668668a774af535d3692b211c98ae7f7fef98b7238ce1df1,883b079c8b297b35e2fb35f9b39a36d2fa7e47ca03327c06565341e39a42f9ba,656,0.20499999999999999,13,true,true,6,true,6,true,26.003308152275896,0.77373077051717132
1009c2ecef4d60b4,2,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,9d2c4db7f342fd5c24072984b99405d3e8fdd3313add186f454ca747b39a3f54,34b36ec6ed458fd8e8ebf3845be953266b25d10e22e7554f8869155cbe505aad,646,0.201875,24,true,true,2,true,2,true,28.715470320629208,0.81143245097196148
10303c066f6fa791,2,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,842647199024a9329132f740efe4fae522e2f42ffb97b4a493f4ae69e5f48c12,5f5e5776f8066471ec13637211b389df49689981f3ba85526baa597f2c82936c,663,0.2071875,11,true,true,2,true,2,true,18.761874405352053,0.59461305717761437
105b49fd98fae8df,0,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,c841f915911d3e286bbdc4b37353655c257b54f0f326a8f947a9310a6977280f,0c11d46c82ae9647123ecbc803565a96ce78607cce3ff8b348a85dba970af41a,661,0.20656250000000001,11,true,true,0,true,0,true,28.061130746044473,0.71938150097739528
10cecce92e881382,3,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,011945b921b587f099419c383a53ecb1a6643d452d3a3ea07a5870a8ecabb59d,dbc3a684e048a47f714ec21a68baa49da7040972dd27c14079213215f77b0b94,652,0.20374999999999999,13,true,true,3,true,3,true,26.51542538305565,0.76814837033528915
10ffab01f4c0642b,0,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,3a7c7127c70371b8ee771484f7c09087202d7be957a6f399d6bb0f1a7f45cbea,150b37a7d1cca02b938238f6d4df42045057458d5a31445be703ee994ad1bec5,652,0.20374999999999999,11,true,true,0,true,0,true,22.611779028730211,0.56676464972362639
11218c6819e39967,8,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,e6da401af9df9b3324f8dd3c6f2d26414d5a509c67a9a4a3158bf99306db2925,c00c7f9d56713224551a39fe5e33f861d11096fc3527696638901feefae5e82a,644,0.20125000000000001,24,true,true,8,true,8,true,21.575982996050289,0.49837480355703839
1130b40dc2c0eb6e,7,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,537b3ca15e7fbdd030b4682bfee13fa07d9b17ca9cca65062586a0d54db3e2a8,142f5c602e793e5163a57debf8083805a9d010c26c2da152680f29c9f42619e6,653,0.20406250000000001,11,true,true,7,true,7,true,20.415374481358842,0.53207275768870665
117caa45ad0cd5f0,2,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,eebf6e5558d52d6933caf4323c17e3e5bb766a3f0cab965320f054f0c05ae663,c9d6c0d6be1d67902500cad20878611fea1c361792d66d0d75cd6edee1659bf9,654,0.204375,11,true,true,2,true,2,true,21.845914841910677,0.67194221668412879
1181fa6b43ee1ce1,8,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,7ca14b6a797ae3ee33d4a186f3da081514d0acb81ea66dccc05b0e1db937aa76,a21220324f43677781ff2a1ca3228c5f2498a315823ce4169d8ae5b894fa57d4,659,0.2059375,11,true,true,8,true,8,true,20.444085536352041,0.47554004917121101
11e078ed69961076,5,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,81b6ef18c43047ad457bf945d1cd07f0840577ce76512cc1957ee632b926f76a,97743424988ee61521662ffec097d45f3c057dbffd6515bd7c75e04ce040fff0,663,0.2071875,11,true,true,5,true,5,true,21.755143293944094,0.64604742058572473
1245eb103cfdcd80,2,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,c21219ac3b2cadcaa53a18db9014b338c9ad5855a3b6150b8fa36eb33491ba6b,d2e8a1771f1f9e6c8cc054891dbf7cd15c123981ee1f17157e82f2ccd5245cbe,662,0.206875,11,true,true,2,true,2,true,29.930556571140382,0.86411261231838854
12fc6a2d9d6d71a5,0,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,0cd200b80bc416adb0a27578b3764012837d0da2569be1e224e9711c675b115a,3820e3faa815bd262c5e105f062293ccd395061c48d608bb266e999a6b759a1f,641,0.2003125,24,true,true,0,true,0,true,23.682602021623968,0.60264205525522185
1366a0229403a95c,7,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,ebe9a60b3795d85e032a7d883ed5f139182da5832589d717da1560c35dcd1697,d5fe10268a0b054dcdf6b32202602efaa30ed719c432b94cf8b8cab721a73ad9,663,0.2071875,17,true,true,7,true,7,true,20.733162102768588,0.64540698546316977
13bcae6a954d84b0,2,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,035801746e52506c45563cdb2ccd12ab77efd945613e9aef74791133ea27a5b1,f66c97bb5e7ef5b0e95f9226b70692dfd14ee3e5624e9d87078567eb1557259d,661,0.20656250000000001,11,true,true,2,true,2,true,27.357281113092156,0.84728448852038873
14b72c243074b27c,2,packetisation:qam16:5/6:r_1_48,663,0.2071875,160,fc51899e29856aef5da3e43880cc05abc3d8d97d251827946522cf5f7004937d,3da901afc50950b0495489157b267ce7e28bce1862fdbe17fe26c4ac03c75289,652,0.20374999999999999,11,true,true,2,true,2,true,26.502443571768755,0.84510208492539751
