stable_sample_id,label,split
0124371c7a188b38,2,train
01277be5f18c8734,5,val
01298d7efa7c8511,6,train
0132983285ed3a5f,5,train
01387a42ff05a322,1,train
0144a8ff344c17e0,3,test
01450437d7f31467,0,train
014ad74c6a73d355,1,train
014ec0f4d8bf147e,4,train
01509867cb828c43,1,test
015ed356aef40a04,2,test
01603f8da58564d0,0,train
01625100cadc6074,3,train
0168ff00b5fd84f1,5,train
0172559f2ac7a2c7,5,train
017e2d20c4ad3ffe,6,train
017ee7ce228cd683,9,test
0182c92c4a26a0e9,5,test
0185121b6158615d,3,test
0185286f14fa4230,2,test
018f421230d7631a,5,train
01a17a3af9bab6fb,6,train
01a239bcc25a41ad,9,train
01a5f7a356889ba2,0,train
01a6cb55bd501b0d,5,test
01aa03cb39d12dbc,1,train
01b986d65823ef84,3,train
01ba617fcaf60367,1,test
01bfaf374c85fc4c,3,test
01c745df6f721df8,8,test
01cc3b352eb7b55b,3,test
01cdcea61b01f6a6,0,val
01ce4ea364529b34,0,train
01d94a213e3709f1,1,train
01dbbfc07579b9d7,0,train
01dfd9526df163d1,6,train
01e36f5723fecd23,0,test
01e822770d241ebf,1,test
01efb325866d732f,0,test
01f1e697dd528c4d,4,val
01f4be4e45c667a8,2,train
01fb9cc0704fc9f3,5,train
020b1c3e15d21b65,5,train
021cd7ffd44a8f82,3,train
02234e1321d40bdd,6,test
022d9b166a999793,9,train
022e24d1c210c4c3,1,train
023deb1248211468,0,test
024adb61344d350e,6,test
024bb2205dcccdbb,5,train
024c6c3930901336,2,test
02535f31736517c1,0,test
0258c13f4e019da5,4,test
0264e5897fe92602,3,train
0268a3a9b233ed1e,7,test
0272f79b0f15319a,5,train
02767d3ca8b564b6,6,test
0277c5f16e028bd5,0,train
027db9538db18c4f,3,train
027e2619476de9ce,0,train
028002a17a738ad2,7,train
0280f780e7839a80,7,train
02872c2fb97e01ce,9,test
02897dbfb3bc2d75,3,train
02910c93b0d12ef3,2,train
02928fa41bb024ec,0,train
02991b15c1ee2dd5,1,train
029fcd62545b4870,7,test
02a045ddc2ad3792,9,test
02a3fa8ce886a137,0,test
02a9d024e98bf943,9,val
02adf0aedc8f1cee,1,train
02adfc1f6e7f7e17,8,train
02aeba6d95f99497,6,train
02b1d679e4f50fc4,2,val
02b4c2e2f3608a34,3,test
02b51d44834114bc,8,train
02c5d5626e66c7b7,9,train
02dd112a69521e86,5,train
02e5157eefc7b13c,2,test
02eda9eb2a839ab9,3,train
02f0e930f0c6547d,7,test
02fd4109f49ab40f,5,test
0300cb85ecf71032,5,train
030829272995d889,4,val
031323989e79cdbd,0,train
0313881c5021a3d8,2,train
0313a9d784e781be,9,test
031427de82a67cea,5,test
03183612ca539eb0,8,train
03197209905ed6e1,8,train
031b1fa74c3b1518,3,val
031e6acb3fdac355,2,test
0327da3943b5d5a6,8,train
032db52cc4e11c28,9,test
032e823f190fbc50,7,train
03393b8bbb73c0a4,0,train
033b77e151b1990d,2,train
033f018051e2e61f,6,test
034091e53e1eb287,8,test
0341ec9a13ef8a19,9,test
0342d0a512d5fff1,7,test
03432cb357bd7414,3,val
0343f9ec881556bf,8,train
0346c39f3fe9a9e0,6,test
034cc21c439d41a6,1,test
034dd61cdd6083ac,6,val
0355dff4df227b93,6,train
0360d90bfd65a49f,6,train
03658f58aa812c78,1,train
0369297a30d51dcf,1,train
036d8c14061621ce,2,train
036ed4b63a578616,2,train
0373fe1c1f4e1246,0,train
03786314ea5a73b9,7,train
0379e9e4eec5b943,6,train
038079b6e72187c5,6,train
0385524e725e06f1,3,test
0393b1125a260af0,9,test
03941bd0f8bc3b91,6,train
0395a147efcb27bf,5,train
0397156f0aacaf00,6,train
0398fb09f1b750db,2,train
0399b33066dc4352,0,train
039adaf6f8018503,9,val
039c4bda1e129e47,6,train
03a0b5c044cc22b3,4,train
03a443122b3c1cbe,8,test
03a5a4a480defea9,1,val
03a973551e87e8d8,9,train
03afea9678676f79,0,train
03b4b32c5bcb4771,4,train
03b9320d9c31fd1a,9,train
03c106d0dd38458c,4,train
03c2def5c4a2f760,8,train
03c53ac17d4e3350,8,train
03c807de2e28d617,2,test
03cb7c55448b9b4b,5,train
03cbe62c7cf3b658,4,train
03cd81ce5709b89b,6,train
03cdf19e6ca744d3,6,test
03ce2ba0005af175,2,train
03d08129643be764,4,val
03d285c224a1f4fb,5,test
03d318a47cddcc77,9,test
03d61ee7b80fe599,0,test
03d62827c677b979,8,train
03e24c55910d6f65,0,test
03e302de3e1f8879,9,test
03e988b3b41b687b,7,test
03ef131b138fb06b,6,train
03f20ddf8866a248,1,train
03f472f3ec698b12,7,train
03f81124866ecedd,4,train
03fa568ccf7b6070,7,train
03fa75e79e60d28c,4,test
03fc288f6e8449d8,6,train
03fd542b77b0e55e,8,train
03fe2c40be8c2580,5,test
040237f470133800,3,train
0403120a6323e86d,0,train
040401c4d8d6f84c,7,val
040559a96b12e56b,6,train
040f4cba204f8044,9,val
0412e05713e2ee0f,8,test
04202ee244576f01,1,test
0421ed61be5c2aec,4,train
04258c285443f353,2,test
04264c12d1e5d6db,1,test
042bb4a17932f2e9,8,train
04306503ce3b838a,7,train
043a71901ab52b9f,2,train
043cb5f55a8d5512,7,train
04401084c82f4c12,7,train
04466be5bf6be85a,3,test
04495ae2192efb0e,9,train
044b475687258a8d,3,train
045181957b1e1fed,9,train
045898f5cd6596cd,0,train
045976d3f50c53c2,4,test
0465c672e6053168,9,train
0465cc7d2d258e02,0,train
0477eb2f5c72a759,1,test
0487734c26729caa,8,train
0487df260733061a,3,train
048b6f5ce5ca2ad1,4,test
048b7299792e9a77,4,train
048df93742ca752d,8,train
0492c82264f408ea,1,train
0496c33342508696,3,train
049e7f3b8061683e,6,train
04a4cfa3f97eebda,0,train
04a97e03c7159468,4,train
04b5b8406227f274,9,val
04b7f685e066a79d,7,train
04b893280976511e,9,train
04bca618a18be8d8,4,train
04bd46e2bb9cce95,4,test
04bd87fbafe32c15,2,train
04c542ee129c3dc4,1,train
04c7eadf532db2af,5,train
04c8c7712441785d,2,train
04d0d814a0a2c94b,3,train
04d54b3064fea0c8,8,train
04e1e74c7c483b66,6,train
04e440f7a45a1ec0,1,val
04e88e79492a4e37,5,test
04e981bc08b73e17,9,train
04ec204223eda1e3,9,train
04f4cf3cb436aa5c,0,test
04fad80ca3dc783e,1,test
04fc6b8be9430e3b,6,test
04fcefc0397881cb,8,train
050139e5ecfa1bc6,3,train
05065ca84c844933,4,train
050786c3c2279db3,2,train
0509da948c03deb2,5,val
05113ac5efa85cab,6,train
0513c36d31d2c1b7,4,train
051543ae6bd12960,7,test
05172e3358d4875e,8,val
051caad41c4b003d,2,test
052f7b8f74440ce8,5,test
05415c18cf4bf166,4,test
05445525767fe1b4,8,train
054d2eb151fbd419,8,train
0550536ce675a6ab,2,train
05520b01b41a00b0,0,val
05576f62f636b6b3,4,test
05579c6acb15a801,9,train
0558573cf12fedf8,2,train
0565a2a8b9505f9a,2,train
056faadb23017627,8,test
057157d003df5246,4,train
0575f8c0de4a189a,1,test
0578071890a7f15c,3,val
05789813066095ae,1,train
058588c9d790cdff,9,train
05874d8c2930e151,2,train
058d6191c82da438,6,test
0593c3c2db264122,5,test
05945344f1e60a8f,2,val
0596ec0ab68d4c57,8,test
059722716886c854,7,test
0599b57f75d1d7de,6,test
059a191bb574f0ed,8,train
059b4e72044b460f,9,train
059bb5a2cfdb2d33,4,test
05a2b39225302677,5,train
05a2f2ee7c8e5304,2,train
05a7c548e42642b4,3,train
05b7fa9539f5f564,2,test
05bfef4f907e9812,8,test
05c8a58279639a92,1,test
05c9a4a2a9cf5332,6,train
05ce7fc951698111,0,val
05d0bd1f5453f2e2,8,test
05d0f1eb492952df,0,train
05e039b67568a2e3,6,test
05e07d208cbace55,4,train
05e3758e7e65edff,2,train
05e649e8598f0be8,9,val
05e8982931a3b2a3,4,test
05f0924948670a4d,6,train
05f8b7d781fea9ca,5,train
05fb743176227f09,8,train
05ff4a818821ab0b,4,train
05ff7c31478e1dd0,0,train
0606b60c43cbc0bf,7,train
0609d2a02834a1d7,5,train
060fa28eb74bd6fa,6,test
0618233935adc6a3,4,test
06191a9021c2569d,3,train
0619ab8be270eb63,7,train
061acb7878e67341,0,train
0620a00404511dab,1,test
063883bd1f24013b,4,test
064875a553978c18,8,test
0649673cf6311f76,3,train
064a5ce804fb53c8,5,val
065072f50302d41b,7,train
06549cc8f8fa9b05,2,train
0655ec2d74406e87,2,test
065bf36f12a5a5fb,9,train
065e7e0dc4d9f55a,1,train
06626a18977d3f1b,5,test
06677f65bc571066,5,test
066a160f436b91fd,8,train
066a6348a43d08e0,5,train
067387f2554f5e22,3,train
06780d8025cc229f,4,train
06799c16453666d8,4,train
067b9e8e250ca710,5,train
0680f0e034c02fef,3,train
06858eaba997f2de,0,train
0685fd4892167ac8,3,test
06908d3d7cc7243e,4,train
06919caa48ac29b9,4,test
069429c701e41515,0,train
069439212429af5d,9,train
0697d5f1759f046f,8,train
0697ed54ab84c6da,4,train
06993727116c5b3f,6,train
0699fc64163c3974,8,train
06b75af7f80d9f9b,9,train
06b9e885f5929dbf,9,test
06bea2761c212c0b,3,test
06c8356e5a07e2c8,7,train
06dad764bbb62b97,0,val
06dcd4b7441721dc,4,test
06e0beedb1fb4201,1,train
06e356218a20fb77,0,train
06f66031de735ff4,4,test
06fc1b7250b36738,6,train
070127a465a35239,2,train
07084777a341699c,2,train
070c777760ba5f7d,9,test
070c9c2f4ebebdb3,7,train
072009576407c37f,6,train
072594d245f9e8d8,7,train
072f1991d6cfddd2,7,train
07301b9f0b945d00,0,test
0730f7960082844e,9,train
073378d13bb20caf,5,test
073e245bcf9e2fe5,5,train
073eebb8fc9e18fd,9,train
07403f01ccfa2125,9,train
0743cdc9dcc21f49,6,test
0748e4a3454b76da,0,train
074f1c7e2a6f130f,4,train
074f23d3a7eb09b0,4,train
074f99fbe3943a04,3,train
07509f7efd370b3d,8,train
0755d98da1747107,7,train
0757d2e5c863f519,8,train
075e8e5bf7c590fb,2,test
0760abf90b5fd4c2,1,test
07621af67e394e40,1,val
07625dd887722258,9,train
0762e7bb6c4e719f,4,test
076fdab71511e55f,9,train
0770cec95d275304,2,test
077109dd83be1999,6,train
07735a96575d39ac,0,train
077a87d84c52ff2b,6,train
077cdcf679dc9714,9,train
077f0c7c9930462d,6,train
07805bc694e5d368,4,train
0784a6c86fc94cf0,5,test
078c84ea80cb97f3,6,train
078fe9cfdc6c0ab9,2,train
079e16f506ed70a6,6,train
07a050e13639cfce,1,train
07a061a62a94e0d0,5,train
07b0f971f65be8d5,0,train
07b0fdb2b3d5dcd6,8,val
07b14d53a4cdd78d,1,test
07b49516554d2172,6,test
07b4ee4375feae63,5,train
07b977cb8d957f57,7,test
07bf878c5a0113cc,1,train
07c14cda31beffe6,5,test
07c1b2e18f457309,2,test
07ca572c8c495d38,7,test
07ce209b2e876af0,6,train
07cfdb6f5ba4d2f8,7,test
07d2d9e511158c43,9,train
07db521108d90286,4,train
07e0b0567ee417bc,5,test
07e186d4cbcb53f2,0,train
07e26a15eb7336cd,4,test
07e365928737acfc,6,train
07e7e973e6654b59,8,train
07ecb75da69ba148,9,train
07f0cf964c855717,5,val
07f49498674ffcb3,8,train
07f9eef62ac781e9,7,train
07fd2ad1fbfd6a83,2,test
07ff764cf64841e6,5,train
081399ad46942905,9,train
0813b5b461010fde,2,train
08199d6df269f02b,3,train
081c15967e7c708c,6,train
081ced26b3afd451,9,train
08272e979fb0c841,2,train
082bb4eb6b55631c,1,test
082e3ece4fd825f9,3,train
082f17cfd92465a1,2,val
0838b7030a3900c6,7,test
084117764938211c,4,test
084138a112e60d63,3,val
08429c787e8d5100,2,train
0842ef4546458770,9,train
0845916763e01ee9,7,train
08512502ba979343,4,train
08589baabf5c24ab,6,train
085cd89cd56280e6,2,train
0865b5f68c3f2cd0,7,train
0868ed3fd08e811a,8,train
08699de2ee1a4d6a,3,val
0869cc578da28aaa,9,train
086cf0568e21ddf0,5,train
08770c790a19063c,0,train
087b572c38c901fa,7,train
0880813b70cea001,8,test
08846ae1184d6a0a,2,train
0887e76830b30b90,7,train
088887a172a4879b,9,train
0891ed6db0ff0595,8,test
0893569dbb584822,9,train
08938261166b595e,0,test
08967cdbee60b91a,9,train
0897c81adcb03713,3,val
08b85660e1161f5d,5,test
08c01f1d26541d9f,0,train
08c271a6d30b12a8,3,train
08ccac3baae829f6,8,test
08d2cfa5ec45d085,0,test
08d45b346aecdb80,0,train
08d99bf7bb24957b,3,train
08dd2f6a635f4d37,1,test
08e2dc1093be8a99,2,test
08e880093b1dd12c,3,train
08e8f666e8fbd88e,8,train
08e962cae3431a9f,4,train
08eb4cd3e4e79add,9,train
08f7b45872d2157e,8,train
08fbbd8c06cf26db,8,test
090987c45555784d,9,train
090c3d80447bb676,1,train
091513787c1a9bd7,3,train
091f72d49a39483f,0,val
092095659048b9b5,8,train
092156e0bd57bb5a,1,train
09299cfa26cd706a,4,test
092d167c82338917,2,train
093b590e779a1e6d,2,train
093bb464ec8f9edf,9,train
093e13404c19a121,8,train
09418ad8d4f248e5,9,train
09460e1a72680b56,5,val
0947419532b060bc,6,train
094a2f3fac9d229c,1,train
094ae2438b7ee113,0,train
094d930cee8d2447,7,test
09533e2c7c092b80,7,train
09535954fe5ac7e9,4,test
0954bd6da210a60d,0,train
095e9c5f2cbb8b12,5,train
09616d241df4c87e,6,train
0966c18620cfc1c5,4,train
0968320b8fe8bcc6,8,test
0969dfb6e9b68fef,4,train
097038669edecf38,6,train
09720681e9ddcdcd,2,val
09797d8a0e1b311c,2,train
097db670f4c3740c,6,train
097db6b7ddbacf18,7,test
09841e05675488e4,5,train
09891548491a26fc,6,train
098c21098034480b,6,test
0991393df93d4d72,4,test
09960ae9e0119c0d,7,val
099b25893c5a5080,4,train
09a1a935d61f2ad8,5,test
09ac7d74334fb902,3,val
09ad2b612248f70d,0,train
09b564291184a975,2,train
09b6597d63462450,9,train
09b65ad7a1e43767,1,test
09b9039662bca5c7,6,train
09bdb91845ff4497,3,train
09beaad72094899e,8,train
09c05ec4b3aa4c8b,5,train
09c4b167cb1a3c1b,4,train
09cebafd179d7d34,3,train
09cf6bcb278a135d,5,train
09d1239fc6daa960,9,train
09d9deea3330803c,6,test
09db106601fe389f,2,test
09dca23cfd2c748f,0,train
09dd94c38f7a27c7,2,test
09ded8bcf62d68f7,1,train
09e60873014bd95c,1,train
09eb2fc29328850f,7,test
09eb3eda6cd8e645,1,train
09ed79b235bccc13,0,test
09f16ab4389f9ce5,1,train
09f80446ab792f30,1,train
09f9e5d4e0e7dd49,3,test
09fb97e1ba2c8d2d,3,train
0a0499688efd9952,5,train
0a0a61fe73b8089e,7,train
0a0bcd4fb107cbda,3,val
0a0bddff069d5e75,7,train
0a0cd3c078db6eb4,5,train
0a0e850c8448689c,6,test
0a0f2e5c1f1f5996,2,train
0a1102febb228815,7,test
0a1196b36c8d3b90,3,train
0a16da534ec337b3,1,train
0a17de75cc015dde,3,train
0a1867e3a8c90f2e,8,test
0a1d351f42c806fd,2,test
0a1dda4f422de98a,6,train
0a29e55e9624d42f,6,train
0a2b43e6d24f90a3,0,train
0a2f913f90a99888,0,train
0a368ba5f9cee92f,5,train
0a3ccba1e8039c51,6,train
0a45826e2fdc07de,0,test
0a4738fb027d7921,6,val
0a4b06cdd749403d,2,test
0a4edebcb8d11c5d,9,train
0a50bb09d99feaaa,9,train
0a5538b842ffe551,2,train
0a5c04241b517390,6,val
0a735366ac621d3f,7,train
0a739019e878cbfe,4,val
0a76aae26bb0c635,7,test
0a797111f29da06f,4,train
0a7b67ccea8639c3,1,train
0a85286e67e3e595,3,train
0a89420c60d538d2,6,test
0a907163178a91e5,1,test
0a948e0fd60a7b18,4,train
0aa226f126be2b96,9,train
0ab0321a1a89a55b,8,train
0ab15b86e006e7ff,4,train
0ab1cc58efdcbd65,7,train
0ab25c04870bb875,0,train
0ab3e9210bc8981e,2,train
0ab7254477fe8d18,9,train
0abca79148ccabcb,5,train
0ac0c801e33583b3,1,test
0ac8f112bb2a3656,0,train
0acf0380796c559d,5,train
0ad30b5c1d4ee2c7,4,test
0ad827942ac99d8a,5,train
0ae1f44cd2974f31,9,test
0aea590b28e167eb,1,test
0af4fc74342b9ca0,9,train
0af5ec5926b32d96,7,train
0af915803c04f9ed,7,train
0afefcb169b019f6,5,train
0b04846eb6f1f74c,2,train
0b057d9f6a1e1109,0,test
0b063b3dd2237486,4,train
0b06a01c10db45e5,1,train
0b08dedbffb9b60a,8,test
0b0bee4bbd552316,0,train
0b0c338b964b0e20,1,test
0b0e8e65fb8355be,9,val
0b1297a87e4d8cfb,0,train
0b1d054c5e0f5c89,9,train
0b27e7ce7b6c8b07,5,train
0b2e7bcb2fbf5623,4,train
0b33775f6d93ae75,1,train
0b3606641f91c467,9,test
0b3b81d3496c5d0f,0,test
0b3d4526feee0805,4,test
0b4030c5e70a8695,9,test
0b438895eb1aa1b7,0,train
0b48cea9bc88e6b3,0,train
0b48edd5482266b3,3,train
0b4bb72dc535e427,0,test
0b4e082e4e0ab571,7,test
0b4f728ba8d8f942,2,train
0b50f65987c7b6e7,3,train
0b51f0b7451f93db,1,train
0b5618776949f1fd,7,test
0b5c6126214f2ad9,7,test
0b66807e733d143c,6,test
0b689a0d591bf034,4,train
0b80f47ed3aab2c0,1,train
0b8d023a492289cc,1,train
0b9312c6704cc2b3,5,train
0b9762d72e7cd1e6,2,train
0b9a9dabf60ad6fa,4,train
0ba43287ce06a3de,2,train
0ba7aa2682bbadc8,9,train
0ba7ca9d5b24421e,6,test
0ba9565e6ca4597c,1,train
0baa5d4ed7b3af66,8,train
0baa6ef3126ab943,5,train
0babadf90185667c,6,test
0baca51111de4a65,0,train
0bacc1e73bbf6522,0,train
0bb26d0b749e6dd7,3,test
0bb280f53ebef0a1,3,train
0bb6f6046b2d3b63,8,train
0bb7aba0c6f50c1f,2,test
0bc4272619031d87,3,train
0bc78e573da5521b,9,test
0bc7a84a1eb82e34,0,test
0bc930db993ca84b,3,train
0bd6ed2d48243dc2,3,val
0be8a4f2b54b4d68,6,train
0bea956f44ddbd18,7,train
0bee420993a5dd6e,1,test
0bf138c24aa488db,9,test
0bf239978d9055bb,1,train
0bf455c10dfdb35b,9,val
0bf7d21dec6ffb9c,6,train
0bfe209abbda8d0b,3,train
0bff371b28e22097,9,val
0c01467a143fd99b,9,train
0c0788ab15abcbd3,4,test
0c07b41963173fc0,2,train
0c0be5d1b40cb765,1,train
0c0d921a90990f5f,0,test
0c1947e425f32c48,0,test
0c1a2a9b0603a708,7,train
0c1c268e8a0977e9,9,train
0c20181576290fb6,9,train
0c217a647fec65f1,2,test
0c25d51f1a41d8ee,4,train
0c273df8281d9805,2,val
0c28942177f5bcc9,4,test
0c2cfc38ec1921e8,5,test
0c2d20f6c9d9ff72,4,train
0c33f55786b40d4c,2,train
0c37677f7b4118d4,0,test
0c3b4f3a6c98ad70,4,train
0c3b8f84648ea227,2,train
0c3bd4d2a53f6e40,8,train
0c3cae2d27b4989b,8,test
0c3fff4bf7ae8192,0,train
0c45994018ac77dc,7,train
0c46b4e3b525a33a,8,train
0c4b321cdf097f70,9,test
0c5a369aec7ec465,8,train
0c5ac8b65417712d,3,train
0c63839bf8260631,7,test
0c70ea4e634f4143,7,test
0c71e964c926a52a,1,train
0c780ff9bc561827,9,train
0c781b398552247a,2,test
0c7d1f9dc566058c,5,test
0c80a2ea25c74cb3,0,val
0c905b146d51e816,9,train
0c90e51c0018ecf0,0,train
0c9381cea3c23306,8,train
0c964fd8f8cad2ec,0,train
0c9abbfd043337b7,5,val
0c9d3472f0296a97,9,test
0c9fb059e930d43f,1,test
0ca37173b18cbca7,1,train
0ca40633cb67a68e,9,train
0ca4876173afbae5,4,train
0ca73bc568c4177c,0,train
0cb2379bbdf80818,0,train
0cb909e17cd798f2,2,train
0cc42c79f3866e61,8,test
0cc4c238098e09b7,4,test
0cc699db79694982,1,test
0cd2fc9c81a0ef4f,2,test
0cd31107f0db888f,2,test
0cd576dc8fe5acc5,1,train
0cda95e6943a7008,3,train
0cdfe2e0f1816153,1,test
0ce015cc01a70124,8,train
0ce93d85f84879d7,0,train
0cece7992639bf7a,9,train
0ceee4bd43ac7c2e,1,val
0cf97be6a65d1097,8,test
0cfc63d8d99ce65c,6,train
0cfdac665ee43ba3,7,train
0d06bd961e75e945,0,train
0d10ef88007e032a,6,train
0d1257de192c3e1c,1,train
0d1591d17869a169,4,train
0d19d3dca314f5a5,7,val
0d1e96d9d85e1438,3,train
0d1ecec5bfcf0edd,3,test
0d26bb53210b83a1,3,val
0d2ca1b3d1ae2241,4,train
0d3278882ed27d49,0,val
0d4a7580cabe791a,9,test
0d603727417a57c4,5,train
0d61003c1572c85a,8,test
0d653125b4c23792,2,train
0d6d757180846b9c,1,train
0d70349565d0ae9d,5,test
0d773bb1c3405401,1,test
0d78be77debd6fc5,4,test
0d79c67046a77eb1,0,train
0d7a92c3b4fbd275,3,test
0d82c22118999ce5,9,test
0d8c5c9d2d5c6873,1,train
0d922a3bc28f184f,5,train
0da6a19ba924826f,2,train
0db625fad9c98a2d,7,train
0db690592b400973,9,test
0dba04f2f76c6970,6,train
0dbf0703b2e81f44,4,test
0dc124501e3fe152,5,train
0dcc5964a4f676ec,9,train
0dd1fac88deda7de,4,test
0dd3648a263941ee,0,train
0dd70bc8a0e5628b,9,train
0de32aa8a149adfd,8,train
0deb23f8babacdc9,0,train
0ded7ea3550a19e9,1,test
0defd26449678f19,3,train
0df0c6d7386b7a24,5,train
0dfc480cf96bad23,8,train
0e0110ce71ae15c5,2,train
0e01d4e8d0107298,2,test
0e0216c2fb04d743,5,val
0e036e63b788add9,3,train
0e081479780473b0,0,test
0e10ea6020764a27,7,train
0e17512e151c3ab6,1,test
0e2a9d0fb19d9dd6,4,train
0e2c7199ce648e20,9,train
0e3084250514eb8a,0,test
0e3b6944386341fb,2,test
0e3e0c5af670373d,8,test
0e3f64b1c2825512,3,train
0e3f7c5f926eb478,3,train
0e4377dfe0f0600f,4,test
0e43ab15194f8858,9,train
0e4861f3e8803e88,5,test
0e4a03bdae9b1ef6,2,val
0e4edebc2286dd43,3,train
0e50c06df23f1748,4,test
0e5a1f826b387cfc,7,train
0e5b7d92d40aa1e2,2,train
0e6804ce77ff02db,2,test
0e69ad116107ec1d,6,train
0e6b62cfb02e7e61,1,train
0e6d2f44c97d3e7f,3,train
0e70a72d7527f72d,8,train
0e7743b4dad6c701,5,train
0e8ccc581bff61d6,1,train
0e8e6bf3d7e8445a,3,train
0e8f8612c041ddc9,7,val
0e92c9a883113754,0,train
0e9e355a2f51daf4,1,train
0e9f202cfd21d10a,2,train
0ea78a3f0950fb5b,7,train
0ead0cdd8a98ca3c,3,test
0eb155cf72f67c67,9,train
0eb377e86e58f1d7,3,test
0eb89560861909c6,8,test
0ebd46edb68b2c6d,9,train
0ebe09c1df0a8703,4,test
0ebeefb8d7932277,8,train
0ec01233130d5c49,8,train
0ec4b3cddab9ab97,8,val
0ec7eface4460936,8,test
0ecb687c291fa6b2,7,test
0ecdc77b3526fb08,5,val
0ecfdbbc1dbef263,7,test
0ed0aa1ab5fb62c1,9,train
0ed33f7da83053c3,0,train
0ee77ba988e62518,2,test
0ee88abd448e5566,9,train
0eeaebb917907260,4,test
0ef05b1a0a53910e,0,train
0ef4ebb060f4e8bf,8,train
0ef6daea2ac8816c,4,train
0ef7703258b2fa6e,8,train
0efac1022eda4296,4,val
0f0544ced6774bdc,3,train
0f0758f03ce31c0f,2,train
0f0caa2a163c2ba8,9,train
0f0f7df6ebedd34d,4,train
0f1020ac2a9a7625,2,train
0f139b49552177f0,6,test
0f15520733bd1de8,9,train
0f194689de98b2f4,5,train
0f1eb61cd8e5adad,5,test
0f22a897b9c80f5a,0,val
0f22ca585562d76c,6,train
0f3c9b8b05cb5384,2,test
0f3f26c2cef6429b,9,train
0f3f690bfa5bb0e8,8,train
0f48756f06ad7532,5,test
0f5373f48278be7d,1,train
0f5a1c8e94942ec3,7,train
0f5f08b8bc2cd6e2,7,test
0f65a47e242c9d41,2,val
0f6bf637d9cd4034,4,train
0f6df8d9e52851cc,6,test
0f7302ffc3ae4c6d,4,test
0f7c26e72039c155,9,train
0f8185b39508873d,6,train
0f82858b65d7d7eb,8,train
0f8299d8acb64d4b,2,val
0f849f13b0b09f90,8,test
0f87b262652e0565,3,test
0f97c028fd9635f1,6,train
0f991515861ee9f8,2,test
0f9b547096bdbeaa,8,train
0f9f1e9899a30f27,6,test
0fb18d0baffd1a42,1,train
0fb4d548adba96a0,7,test
0fb6067ff263bb02,9,test
0fb6fa5bb7e6ce5a,6,train
0fb9569ebf3eadc8,0,test
0fba85ba035a20a5,0,train
0fbce41bdf84f3c3,1,train
0fbcfeca1a1873bf,6,val
0fc5d4c45fcc52d6,2,train
0fc855a0b48d8dfd,6,train
0fcb5b42bb923d16,3,train
0fcd9ff53a977265,4,test
0fce41b9e50e4388,6,train
0fdbd94a0abceff5,0,train
0fdd1101c1ec83ba,0,train
0feaa4f6850f89ab,0,train
0feacd54741c074d,0,train
0febe2187e5d3c13,6,test
0fec2a48cc4cd7f1,4,train
0ff0288c951aa524,4,test
0ff14d2963784c07,5,train
0ff1a9d90e0ed9a6,7,train
0ff5b3157627570a,4,train
0ffab9050a46b9fb,0,train
100714ffc48cd059,4,train
1009c2ecef4d60b4,2,val
10122160265af421,5,train
101552a2f59f0f62,5,train
101e383b6e55c185,9,test
101f638a3a9e54d9,7,train
10303c066f6fa791,2,val
103ef1ec23e9af0a,3,train
103f63343a83c658,1,test
1042a3cefa496a8b,2,test
1044c6644b98616d,5,train
104a9b108dab69a1,0,train
1052471c3b0e03b1,6,train
